label	target
1747	0.989496
1748	0.627740
1749	-0.159181
1750	-0.291937
1751	0.264527
1752	0.448742
1753	0.269910
1754	0.253948
1755	0.452340
1756	0.884626
1757	2.544812
1758	2.044175
1759	1.411728
1760	2.001913
1761	2.423389
1762	2.316072
1763	2.288105
1764	3.423984
1765	3.334938
1766	2.126194
1767	3.162050
1768	2.507445
1769	2.646582
1770	2.878016
1771	2.264195
1772	2.443947
1773	2.706872
1774	1.526175
1775	1.532514
1776	1.867609
1777	2.011788
1778	1.264946
1779	1.852659
1780	1.494448
1781	2.627509
1782	2.219329
1783	2.113401
1784	1.989094
1785	0.918638
1786	-0.383745
1787	-0.039978
1788	0.253213
1789	0.521870
1790	0.006850
1791	0.565010
1792	0.269819
1793	0.414366
1794	-0.586956
1795	-1.070099
1796	-0.639417
1797	0.066751
1798	1.445808
1799	-0.324741
1800	-0.568158
1801	-0.796583
1802	-0.642419
1803	-0.730992
1804	-1.035969
1805	-0.960482
1806	-1.357339
1807	-1.454251
1808	-1.247235
1809	-1.285992
1810	-1.448126
1811	-0.327192
1812	-1.455180
1813	-1.549637
1814	-1.714847
1815	-1.179642
1816	-1.185493
1817	-0.083323
1818	-0.567027
1819	1.824655
1820	1.820798
1821	1.921842
1822	1.525809
1823	2.027597
1824	1.966754
1825	2.861601
1826	2.448046
1827	2.708980
1828	2.797178
1829	1.443073
1830	1.120026
1831	2.008969
1832	1.672393
1833	1.111341
1834	0.976456
1835	1.150359
1836	0.577029
1837	2.587661
1838	1.096954
1839	0.855901
1840	0.418392
1841	0.637656
1842	-0.088867
1843	-0.042589
1844	-0.107939
1845	-0.033788
1846	-0.089746
1847	0.336505
1848	-0.262301
1849	-0.037443
1850	-0.596227
1851	-0.606308
1852	-1.607310
1853	1.963557
1854	1.697739
1855	1.754792
1856	1.266681
1857	2.589313
1858	1.513112
1859	0.009240
1860	-0.591245
1861	-0.104171
1862	0.038047
1863	-0.485917
1864	0.028537
1865	0.177608
1866	0.544588
1867	0.782294
1868	-0.876774
1869	-0.555011
1870	-0.464778
1871	-0.188842
1872	0.575321
1873	0.838421
1874	-0.190422
1875	1.325559
1876	0.814070
1877	2.016154
1878	3.562172
1879	3.176893
1880	2.924864
1881	4.795481
1882	6.744295
1883	5.115923
1884	4.844001
1885	4.664178
1886	4.176696
1887	3.467951
1888	2.919931
1889	1.992205
1890	1.570854
1891	1.859815
1892	1.703022
1893	1.837163
1894	2.516064
1895	1.659491
1896	2.390337
1897	2.433627
1898	2.038305
1899	1.900918
1900	1.760490
1901	1.484203
1902	1.955741
1903	1.986057
1904	1.837832
1905	1.980789
1906	2.058187
1907	2.124876
1908	0.834276
1909	-0.771673
1910	-0.494068
1911	2.198406
1912	2.721114
1913	2.503835
1914	1.587985
1915	1.987166
1916	1.691425
1917	2.189449
1918	2.393426
1919	2.608702
1920	4.097116
1921	4.937215
1922	3.896724
1923	3.641096
1924	4.109994
